ncols	39
nrows	37
xllcorner	501826.655415
yllcorner	5174221.807663
cellsize	690.000000
NODATA_value	-32768.000000
0.84	0.64	0.69	0.66	0.70	0.94	1.00	1.09	1.05	1.04	1.05	0.91	0.93	0.95	0.71	0.75	0.88	0.75	0.72	0.83	0.76	0.24	0.61	1.14	1.24	0.99	0.18	1.01	1.05	0.95	1.13	0.93	0.45	0.70	0.55	0.72	1.03	1.13	1.13	
0.84	0.64	0.69	0.66	0.70	0.94	1.00	1.09	1.05	1.04	1.05	0.91	0.93	0.95	0.71	0.75	0.88	0.75	0.72	0.83	0.76	0.24	0.61	1.14	1.24	0.99	0.18	1.01	1.05	0.95	1.13	0.93	0.45	0.70	0.55	0.72	1.03	1.13	1.13	
0.95	0.59	0.53	0.67	0.59	0.63	0.69	0.83	0.85	0.90	1.00	0.84	0.86	1.06	0.80	0.79	0.87	0.65	0.68	0.85	0.59	0.06	0.52	1.26	1.07	0.56	0.04	0.35	0.71	0.76	1.08	1.08	0.47	0.67	0.66	0.64	0.95	1.16	1.16	
1.10	0.63	0.30	0.58	0.65	0.45	0.49	0.64	0.52	0.68	0.87	0.79	0.92	1.13	1.00	0.95	0.92	0.69	0.70	0.77	0.38	0.25	0.66	1.36	0.89	0.17	0.22	0.26	0.47	0.60	1.11	1.15	0.66	0.57	0.61	0.67	1.06	1.16	1.16	
1.14	0.80	0.33	0.42	0.71	0.62	0.58	0.57	0.46	0.61	0.74	0.82	0.94	1.03	1.08	1.11	0.99	0.77	0.68	0.59	0.30	0.28	0.97	1.33	0.77	0.16	0.10	0.22	0.41	0.71	1.07	0.88	0.65	0.48	0.40	0.90	1.16	1.09	1.09	
1.06	0.82	0.45	0.36	0.64	0.84	0.72	0.57	0.56	0.64	0.68	0.81	0.86	0.90	1.06	1.16	1.05	0.81	0.58	0.50	0.44	0.63	1.07	1.13	0.83	0.41	0.13	0.24	0.55	0.85	0.92	0.50	0.41	0.49	0.50	0.97	1.25	1.18	1.18	
0.95	0.79	0.58	0.45	0.57	0.82	0.78	0.65	0.70	0.75	0.68	0.80	0.86	0.81	0.94	1.07	1.05	0.96	0.76	0.61	0.72	0.92	1.00	0.98	0.91	0.55	0.23	0.52	0.95	0.90	0.61	0.27	0.32	0.46	0.53	0.94	1.23	1.19	1.19	
0.72	0.73	0.72	0.60	0.59	0.75	0.76	0.70	0.82	0.87	0.77	0.87	0.92	0.78	0.80	0.88	0.93	0.94	0.83	0.70	0.88	1.02	0.99	1.01	0.95	0.55	0.28	0.61	1.22	0.73	0.21	0.14	0.36	0.45	0.61	0.96	1.08	1.04	1.04	
0.42	0.54	0.68	0.70	0.64	0.67	0.70	0.66	0.87	1.05	0.98	0.97	0.88	0.72	0.69	0.73	0.77	0.80	0.78	0.77	0.83	0.98	1.06	1.08	1.06	0.60	0.29	0.54	1.35	0.91	0.11	0.14	0.39	0.63	0.83	0.98	0.96	0.92	0.92	
0.33	0.43	0.59	0.70	0.64	0.64	0.66	0.48	0.67	1.16	1.23	1.00	0.84	0.69	0.59	0.71	0.73	0.70	0.82	0.85	0.71	0.76	1.01	1.13	1.16	0.70	0.26	0.48	1.36	1.15	0.27	0.22	0.29	0.76	0.96	0.97	1.03	1.00	1.00	
0.31	0.40	0.57	0.63	0.52	0.65	0.72	0.44	0.56	1.22	1.35	1.02	0.84	0.67	0.45	0.63	0.78	0.71	0.81	0.91	0.73	0.67	0.92	1.12	1.20	0.78	0.26	0.45	1.25	1.24	0.48	0.30	0.14	0.67	0.88	0.90	1.18	1.29	1.29	
0.29	0.38	0.57	0.53	0.36	0.57	0.76	0.63	0.83	1.26	1.28	1.02	0.82	0.69	0.47	0.50	0.74	0.85	0.83	0.84	0.81	0.70	0.83	1.06	1.15	0.83	0.35	0.50	1.13	1.19	0.61	0.16	0.06	0.47	0.61	0.75	1.27	1.55	1.55	
0.27	0.37	0.52	0.48	0.41	0.49	0.59	0.71	1.08	1.21	1.12	0.89	0.80	0.79	0.67	0.54	0.60	0.96	0.99	0.78	0.87	0.76	0.71	0.97	1.07	0.84	0.49	0.56	1.06	1.13	0.61	0.20	0.14	0.29	0.28	0.65	1.33	1.61	1.61	
0.27	0.36	0.37	0.41	0.52	0.52	0.48	0.77	1.22	1.23	0.99	0.72	0.65	0.73	0.73	0.65	0.56	0.95	1.13	0.86	0.95	0.83	0.58	0.82	1.04	0.79	0.52	0.64	1.00	1.03	0.67	0.39	0.29	0.21	0.11	0.56	1.28	1.54	1.54	
0.30	0.36	0.28	0.30	0.52	0.60	0.50	0.76	1.30	1.25	0.80	0.64	0.60	0.65	0.78	0.82	0.68	0.93	1.17	0.98	1.01	0.82	0.51	0.75	1.03	0.76	0.52	0.71	0.94	0.87	0.65	0.51	0.39	0.26	0.20	0.72	1.24	1.34	1.34	
0.27	0.33	0.35	0.34	0.60	0.62	0.48	0.72	1.32	1.25	0.69	0.56	0.67	0.71	0.82	0.98	0.89	1.05	1.24	1.05	1.03	0.79	0.57	0.79	0.91	0.74	0.66	0.79	0.88	0.78	0.54	0.48	0.46	0.36	0.57	1.04	1.04	0.88	0.88	
0.19	0.25	0.30	0.45	0.64	0.53	0.48	0.79	1.29	1.13	0.68	0.53	0.66	0.73	0.68	0.87	0.94	1.09	1.29	1.14	1.05	0.81	0.68	0.79	0.79	0.84	1.00	1.04	0.92	0.73	0.50	0.48	0.53	0.58	0.95	1.02	0.65	0.51	0.51	
0.16	0.14	0.27	0.53	0.53	0.47	0.57	0.94	1.19	0.90	0.62	0.54	0.59	0.72	0.68	0.69	0.80	0.95	1.15	1.11	1.03	0.91	0.85	0.82	0.75	0.83	1.08	1.33	1.14	0.58	0.54	0.69	0.74	0.93	0.99	0.74	0.56	0.56	0.56	
0.08	0.08	0.41	0.49	0.33	0.40	0.69	1.05	1.05	0.76	0.67	0.56	0.46	0.66	0.79	0.70	0.80	1.01	1.00	0.91	0.93	0.88	0.84	0.77	0.69	0.75	0.84	1.24	1.31	0.50	0.49	0.76	1.10	1.03	0.77	0.63	0.56	0.59	0.59	
0.15	0.25	0.47	0.42	0.22	0.32	0.76	1.06	0.83	0.62	0.66	0.60	0.49	0.62	0.86	0.80	0.86	1.05	0.93	0.79	0.85	0.81	0.71	0.67	0.66	0.76	0.82	1.19	1.30	0.53	0.45	0.66	1.35	0.95	0.65	0.82	0.79	0.72	0.72	
0.39	0.43	0.51	0.41	0.34	0.39	0.74	0.95	0.59	0.53	0.59	0.60	0.57	0.77	0.95	0.82	0.87	0.99	0.85	0.74	0.84	0.77	0.61	0.63	0.64	0.75	1.10	1.38	1.00	0.42	0.31	0.66	1.23	1.12	0.89	1.03	1.14	1.05	1.05	
0.62	0.60	0.55	0.48	0.47	0.44	0.62	0.74	0.45	0.36	0.50	0.66	0.68	0.91	0.94	0.77	0.88	0.90	0.74	0.69	0.83	0.75	0.59	0.63	0.61	0.80	1.48	1.30	0.45	0.26	0.35	0.72	0.72	0.94	0.98	1.05	1.36	1.38	1.38	
0.70	0.69	0.69	0.61	0.42	0.37	0.46	0.44	0.34	0.30	0.54	0.73	0.80	0.94	0.84	0.77	0.88	0.79	0.68	0.67	0.74	0.70	0.62	0.65	0.55	0.92	1.68	0.97	0.14	0.09	0.34	0.73	0.31	0.41	0.68	0.94	1.46	1.61	1.61	
0.59	0.69	0.86	0.70	0.38	0.40	0.41	0.22	0.33	0.53	0.61	0.69	0.89	0.90	0.74	0.81	0.85	0.70	0.65	0.67	0.61	0.56	0.57	0.64	0.51	1.03	1.76	0.97	0.20	0.14	0.26	0.81	0.39	0.29	0.44	0.97	1.56	1.70	1.70	
0.40	0.59	0.92	0.85	0.61	0.66	0.43	0.21	0.33	0.65	0.62	0.64	0.84	0.80	0.71	0.78	0.79	0.68	0.65	0.66	0.55	0.48	0.41	0.57	0.58	0.92	1.63	1.25	0.48	0.10	0.16	0.72	0.61	0.28	0.28	0.91	1.57	1.76	1.76	
0.27	0.45	0.81	0.90	0.83	0.83	0.44	0.22	0.38	0.59	0.60	0.64	0.75	0.73	0.71	0.71	0.75	0.71	0.65	0.61	0.55	0.46	0.29	0.52	0.57	0.64	1.49	1.23	0.74	0.39	0.03	0.39	0.66	0.35	0.22	0.72	1.59	1.91	1.91	
0.23	0.34	0.68	0.98	1.02	0.83	0.48	0.28	0.36	0.45	0.50	0.59	0.70	0.73	0.68	0.67	0.74	0.75	0.65	0.55	0.53	0.40	0.28	0.71	0.53	0.43	1.52	1.26	0.64	0.63	0.41	0.39	0.71	0.68	0.46	0.63	1.55	1.92	1.92	
0.28	0.28	0.54	1.06	1.10	0.71	0.51	0.40	0.37	0.38	0.42	0.51	0.66	0.72	0.67	0.71	0.78	0.73	0.62	0.55	0.48	0.31	0.47	0.85	0.46	0.46	1.45	1.44	0.77	0.62	0.67	0.62	0.87	1.03	0.59	0.81	1.39	1.59	1.59	
0.38	0.36	0.56	1.03	1.10	0.69	0.55	0.55	0.41	0.36	0.38	0.43	0.59	0.68	0.73	0.88	0.89	0.68	0.57	0.57	0.45	0.35	0.72	0.86	0.43	0.70	1.30	1.30	0.98	0.74	0.58	0.40	0.74	1.21	1.01	0.93	1.14	1.17	1.17	
0.49	0.58	0.76	0.89	0.93	0.81	0.68	0.61	0.44	0.38	0.36	0.34	0.48	0.63	0.80	1.10	1.07	0.68	0.50	0.52	0.47	0.55	0.86	0.82	0.56	0.82	1.08	0.97	0.72	0.71	0.61	0.48	0.58	1.01	1.28	1.20	1.02	0.94	0.94	
0.55	0.75	0.90	0.68	0.65	0.86	0.84	0.63	0.47	0.43	0.35	0.27	0.31	0.51	0.69	1.07	1.21	0.73	0.39	0.36	0.55	0.78	0.80	0.75	0.70	0.74	0.91	0.75	0.31	0.45	0.76	0.57	0.47	0.78	1.12	1.25	1.10	1.00	1.00	
0.67	0.86	0.90	0.56	0.53	0.85	0.91	0.67	0.50	0.47	0.37	0.28	0.26	0.34	0.45	0.79	1.26	1.02	0.39	0.15	0.61	0.94	0.68	0.81	0.76	0.57	0.88	0.67	0.23	0.44	0.73	0.51	0.53	0.90	1.05	1.07	1.08	1.10	1.10	
0.86	0.92	0.79	0.55	0.61	0.84	0.89	0.71	0.56	0.50	0.42	0.37	0.33	0.31	0.42	0.72	1.12	1.22	0.68	0.13	0.44	0.99	0.88	0.95	0.50	0.35	0.93	0.78	0.45	0.56	0.61	0.47	0.78	1.03	0.94	1.02	1.02	0.98	0.98	
0.91	0.92	0.78	0.66	0.76	0.86	0.80	0.70	0.64	0.56	0.50	0.46	0.38	0.33	0.48	0.73	0.92	1.10	0.87	0.15	0.19	0.81	1.11	0.99	0.19	0.25	1.02	0.88	0.39	0.41	0.55	0.63	0.99	0.88	0.74	1.05	0.95	0.78	0.78	
